"","Age","WorkType","EducationNum","MaritalStatus","Occupation","Relationship","Race","Sex","HoursPerWeek","NativeCountry"
"72",33," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"73",50," Private",6," Not-Married"," Admin"," Not-in-family"," Black"," Female",47,"Upper-Middle-Income"
"74",59," Self-Employed",3," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"75",27," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"High-Income"
"76",25," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"77",63," Private",9," Married"," Admin"," Husband"," Asian-Pac-Islander"," Male",40,"Low-Income"
"78",22," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"79",30," Private",4," Not-Married"," Manual"," Unmarried"," White"," Male",42,"High-Income"
"80",24," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"81",44," Private",10," Not-Married"," Sales"," Unmarried"," White"," Female",46,"High-Income"
"82",31," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"83",58," Private",9," Not-Married"," Service"," Unmarried"," White"," Female",35,"High-Income"
"84",27," Private",13," Not-Married"," Sales"," Own-child"," White"," Male",40,"High-Income"
"85",33," Local-gov",13," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"86",53," Private",7," Not-Married"," Service"," Not-in-family"," White"," Female",37,"High-Income"
"87",63," Local-gov",4," Married"," Service"," Husband"," White"," Male",55,"High-Income"
"88",19," Private",10," Not-Married"," Sales"," Own-child"," White"," Male",30,"High-Income"
"89",39," Private",10," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"90",45," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"91",29," Private",13," Not-Married"," Admin"," Own-child"," White"," Female",40,"High-Income"
"92",35," Private",9," Married"," Skilled-Manual"," Husband"," Black"," Male",60,"High-Income"
"93",37," Private",10," Married"," Admin"," Wife"," White"," Female",45,"High-Income"
"94",21," Private",10," Not-Married"," Service"," Own-child"," White"," Female",37,"High-Income"
"95",57," Private",13," Widowed"," Professional"," Unmarried"," White"," Male",40,"High-Income"
"96",37," Federal-gov",10," Not-Married"," Service"," Own-child"," White"," Male",40,"High-Income"
"97",31," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"98",78," Self-Employed",7," Married"," Professional"," Husband"," White"," Male",10,"High-Income"
"99",22," Private",11," Not-Married"," Service"," Not-in-family"," White"," Female",30,"High-Income"
"100",62," Private",9," Widowed"," Admin"," Not-in-family"," White"," Female",32,"High-Income"
"101",33," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"102",35," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"103",43," Federal-gov",13," Married"," Sales"," Husband"," White"," Male",60,"High-Income"
"104",47," Self-Employed",14," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"105",59," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"106",27," Local-gov",9," Not-Married"," Skilled-Manual"," Unmarried"," Black"," Male",40,"High-Income"
"107",69," Self-Employed",9," Married"," Sales"," Husband"," White"," Male",33,"High-Income"
"108",28," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",50,"High-Income"
"109",17," Private",7," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"110",30," Self-Employed",10," Not-Married"," Sales"," Own-child"," White"," Male",25,"High-Income"
"111",21," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"112",34," Private",10," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"113",17," Private",8," Not-Married"," Sales"," Own-child"," White"," Female",20,"High-Income"
"114",39," Private",13," Married"," Professional"," Wife"," White"," Female",20,"High-Income"
"115",47," Private",13," Married"," Professional"," Husband"," White"," Male",38,"High-Income"
"116",21," Private",10," Not-Married"," Professional"," Own-child"," White"," Female",30,"High-Income"
"117",21," Private",9," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"118",62," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"119",25," Private",4," Not-Married"," Manual"," Unmarried"," White"," Male",40,"High-Income"
"120",44," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"121",51," Self-Employed",14," Married"," Professional"," Husband"," White"," Male",42,"High-Income"
"122",20," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"123",52," Federal-gov",11," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Female",40,"High-Income"
"124",20," Private",9," Not-Married"," Manual"," Own-child"," Amer-Indian-Eskimo"," Male",48,"High-Income"
"125",39," Private",13," Married"," Sales"," Husband"," White"," Male",55,"High-Income"
"126",35," Private",16," Married"," Professional"," Husband"," Asian-Pac-Islander"," Male",40,"High-Income"
"127",26," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Male",30,"High-Income"
"128",29," Federal-gov",11," Married"," Professional"," Husband"," White"," Male",42,"High-Income"
"129",37," Private",7," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"130",60," Private",10," Not-Married"," Professional"," Unmarried"," White"," Male",40,"High-Income"
"131",42," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"High-Income"
"132",23," Private",10," Not-Married"," Sales"," Own-child"," White"," Female",25,"High-Income"
"133",49," Self-Employed",10," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"134",24," Private",10," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"135",60," State-gov",16," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"136",58," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"137",51," Local-gov",13," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"138",21," State-gov",10," Not-Married"," Professional"," Own-child"," White"," Male",20,"High-Income"
"139",31," Private",14," Married"," Professional"," Wife"," White"," Female",50,"High-Income"
"140",24," Private",9," Not-Married"," Manual"," Other-relative"," White"," Male",40,"High-Income"
"141",20," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Female",38,"High-Income"
"142",34," Private",13," Not-Married"," Professional"," Unmarried"," White"," Female",40,"High-Income"
"143",37," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"144",46," Private",2," Not-Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"145",18," Private",8," Not-Married"," Sales"," Own-child"," White"," Female",20,"High-Income"
"146",37," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"147",50," Local-gov",9," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"148",45," Private",16," Widowed"," Professional"," Unmarried"," White"," Male",40,"Lower-Middle-Income"
"149",42," Private",10," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"150",50," Private",12," Married"," Sales"," Wife"," White"," Female",40,"High-Income"
"151",51," Private",12," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"152",42," Private",9," Married"," Admin"," Husband"," White"," Male",45,"High-Income"
"153",50," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"154",23," Local-gov",9," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"155",38," Private",9," Married"," Skilled-Manual"," Husband"," Black"," Male",48,"High-Income"
"156",36," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"157",50," Private",4," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"158",26," Private",10," Not-Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"159",39," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",20,"High-Income"
"160",49," Self-Employed",12," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"161",31," Private",9," Not-Married"," Service"," Own-child"," White"," Male",35,"High-Income"
"162",26," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"163",38," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",28,"High-Income"
"164",23," Private",12," Married"," Manual"," Husband"," White"," Male",25,"High-Income"
"165",44," Private",13," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"166",25," Private",13," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"167",52," Local-gov",9," Married"," Other-Occupations"," Husband"," White"," Male",52,"High-Income"
"168",31," State-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"169",33," Private",10," Married"," Manual"," Husband"," Black"," Male",40,"High-Income"
"170",24," Private",9," Not-Married"," Manual"," Unmarried"," Other"," Female",40,"High-Income"
"171",36," Private",11," Not-Married"," Admin"," Unmarried"," Black"," Female",54,"High-Income"
"172",57," Private",4," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"173",32," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"174",20," Private",10," Not-Married"," Service"," Own-child"," White"," Male",20,"High-Income"
"175",46," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"176",44," Self-Employed",9," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"177",21," Local-gov",8," Not-Married"," Manual"," Unmarried"," Black"," Female",20,"High-Income"
"178",22," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",50,"High-Income"
"179",28," Private",9," Not-Married"," Sales"," Unmarried"," White"," Female",70,"High-Income"
"180",55," Local-gov",14," Married"," Professional"," Husband"," Black"," Male",40,"High-Income"
"181",24," Private",3," Not-Married"," Skilled-Manual"," Other-relative"," Black"," Male",40,"Upper-Middle-Income"
"182",24," Private",6," Not-Married"," Sales"," Not-in-family"," White"," Female",15,"High-Income"
"183",23," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"184",34," Private",14," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"185",59," Private",15," Married"," Skilled-Manual"," Husband"," Black"," Male",50,"High-Income"
"186",51," Private",9," Not-Married"," Service"," Not-in-family"," White"," Female",40,"High-Income"
"187",23," Private",13," Not-Married"," Sales"," Not-in-family"," White"," Male",50,"High-Income"
"188",65," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"189",46," State-gov",12," Not-Married"," Admin"," Unmarried"," White"," Male",38,"High-Income"
"190",28," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"191",23," Private",10," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"192",44," Private",10," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"193",46," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Female",30,"High-Income"
"194",42," Local-gov",4," Not-Married"," Service"," Not-in-family"," White"," Male",40,"High-Income"
"195",28," Private",9," Not-Married"," Service"," Own-child"," Black"," Male",35,"High-Income"
"196",20," Private",7," Not-Married"," Skilled-Manual"," Other-relative"," White"," Male",40,"Lower-Middle-Income"
"197",55," Local-gov",8," Widowed"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"198",39," Private",10," Not-Married"," Admin"," Unmarried"," Black"," Female",40,"High-Income"
"199",46," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",70,"High-Income"
"200",47," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"201",29," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"202",27," Private",12," Not-Married"," Sales"," Not-in-family"," White"," Male",52,"High-Income"
"203",43," Private",11," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"204",44," Self-Employed",10," Not-Married"," Manual"," Not-in-family"," White"," Male",60,"High-Income"
"205",34," Local-gov",14," Not-Married"," Professional"," Not-in-family"," White"," Female",50,"High-Income"
"206",43," Self-Employed",16," Married"," Professional"," Wife"," White"," Female",70,"High-Income"
"207",33," Private",10," Not-Married"," Admin"," Unmarried"," White"," Female",35,"High-Income"
"208",34," Federal-gov",10," Not-Married"," Skilled-Manual"," Other-relative"," White"," Male",40,"High-Income"
"209",38," Private",10," Not-Married"," Service"," Unmarried"," White"," Female",40,"High-Income"
"210",29," Private",9," Married"," Admin"," Husband"," White"," Male",45,"High-Income"
"211",48," Private",13," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"212",55," Private",13," Married"," Professional"," Husband"," Other"," Male",35,"Lower-Middle-Income"
"213",26," Private",9," Not-Married"," Manual"," Unmarried"," Black"," Female",40,"High-Income"
"214",23," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"215",41," Private",10," Married"," Manual"," Husband"," White"," Male",42,"High-Income"
"216",54," Local-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"217",21," Private",10," Not-Married"," Service"," Own-child"," White"," Female",16,"High-Income"
"218",35," Private",10," Married"," Professional"," Husband"," White"," Male",36,"High-Income"
"219",44," Private",13," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"220",47," Private",11," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"221",41," Private",13," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"222",19," Private",10," Not-Married"," Admin"," Own-child"," White"," Female",30,"High-Income"
"223",26," Private",9," Married"," Professional"," Husband"," Black"," Male",60,"High-Income"
"224",31," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"225",37," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"226",54," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",35,"High-Income"
"227",36," State-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Male",44,"High-Income"
"228",36," Private",14," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"229",45," Private",9," Married"," Manual"," Husband"," Black"," Male",40,"High-Income"
"230",23," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Male",48,"High-Income"
"231",20," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",12,"High-Income"
"232",27," State-gov",14," Not-Married"," Professional"," Not-in-family"," Asian-Pac-Islander"," Male",20,"Lower-Middle-Income"
"233",59," Local-gov",5," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"234",60," Private",15," Married"," Professional"," Husband"," White"," Male",16,"High-Income"
"235",31," Private",14," Not-Married"," Service"," Not-in-family"," Other"," Female",30,"High-Income"
"236",32," Private",12," Married"," Professional"," Husband"," White"," Male",42,"High-Income"
"237",41," Private",10," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"238",22," Private",10," Not-Married"," Sales"," Not-in-family"," White"," Female",42,"High-Income"
"239",41," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"240",41," Private",13," Married"," Other-Occupations"," Husband"," White"," Male",60,"High-Income"
"241",27," Local-gov",12," Not-Married"," Admin"," Unmarried"," Black"," Female",40,"High-Income"
"242",35," Private",9," Not-Married"," Professional"," Other-relative"," Black"," Female",40,"High-Income"
"243",60," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"244",39," Private",14," Married"," Professional"," Husband"," Asian-Pac-Islander"," Male",40,"Lower-Middle-Income"
"245",19," Private",2," Not-Married"," Manual"," Other-relative"," White"," Male",52,"Upper-Middle-Income"
"246",41," Private",13," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"247",37," Local-gov",13," Married"," Professional"," Wife"," White"," Female",50,"High-Income"
"248",48," Federal-gov",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"249",40," Private",14," Married"," Professional"," Husband"," White"," Male",65,"High-Income"
"250",50," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"251",53," Private",9," Not-Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"252",46," Private",9," Married"," Manual"," Husband"," Black"," Male",40,"High-Income"
"253",23," Private",9," Married"," Admin"," Other-relative"," White"," Male",40,"High-Income"
"254",22," Private",7," Not-Married"," Sales"," Unmarried"," White"," Female",25,"High-Income"
"255",58," Private",14," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"256",23," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"High-Income"
"257",24," Private",10," Not-Married"," Manual"," Own-child"," White"," Female",42,"High-Income"
"258",29," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",30,"Lower-Middle-Income"
"259",60," State-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"260",33," Private",11," Not-Married"," Admin"," Not-in-family"," White"," Male",40,"High-Income"
"261",72," Private",13," Not-Married"," Sales"," Not-in-family"," White"," Male",30,"High-Income"
"262",59," State-gov",14," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"263",35," Private",9," Not-Married"," Service"," Unmarried"," Black"," Female",20,"High-Income"
"264",51," Local-gov",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"265",26," Private",13," Married"," Sales"," Husband"," White"," Male",48,"High-Income"
"266",30," Private",9," Not-Married"," Service"," Unmarried"," White"," Female",40,"High-Income"
"267",59," Federal-gov",9," Widowed"," Manual"," Unmarried"," White"," Female",40,"High-Income"
"268",17," Private",6," Not-Married"," Service"," Own-child"," White"," Male",25,"High-Income"
"269",38," Self-Employed",13," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"270",42," Private",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"271",66," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"272",30," Private",9," Married"," Admin"," Husband"," White"," Male",60,"High-Income"
"273",41," Private",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"274",49," Self-Employed",14," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"275",43," Private",10," Married"," Manual"," Husband"," White"," Male",40,"Upper-Middle-Income"
"276",32," Private",9," Not-Married"," Service"," Own-child"," White"," Male",40,"High-Income"
"277",23," Private",4," Not-Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"278",59," Private",6," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"279",27," Private",1," Married"," Skilled-Manual"," Other-relative"," White"," Male",24,"Upper-Middle-Income"
"280",21," Private",10," Not-Married"," Service"," Own-child"," White"," Female",40,"High-Income"
"281",35," Private",15," Not-Married"," Professional"," Not-in-family"," Asian-Pac-Islander"," Male",40,"Lower-Middle-Income"
"282",44," State-gov",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"283",46," Self-Employed",15," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"284",35," Private",9," Married"," Sales"," Husband"," Asian-Pac-Islander"," Male",50,"Lower-Middle-Income"
"285",62," Private",9," Married"," Service"," Husband"," White"," Male",20,"High-Income"
"286",61," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"287",38," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"288",23," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Female",45,"High-Income"
"289",35," State-gov",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"290",30," Private",10," Not-Married"," Admin"," Other-relative"," White"," Female",20,"High-Income"
"291",56," Private",6," Married"," Service"," Husband"," White"," Male",35,"Upper-Middle-Income"
"292",37," Private",9," Married"," Service"," Husband"," White"," Male",40,"High-Income"
"293",18," Private",10," Not-Married"," Sales"," Own-child"," White"," Female",20,"High-Income"
"294",18," Private",7," Not-Married"," Sales"," Own-child"," White"," Female",30,"High-Income"
"295",36," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"296",35," Private",10," Not-Married"," Admin"," Not-in-family"," Black"," Male",40,"High-Income"
"297",50," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"298",21," Private",10," Not-Married"," Manual"," Own-child"," Asian-Pac-Islander"," Male",40,"Lower-Middle-Income"
"299",23," Private",13," Not-Married"," Admin"," Own-child"," White"," Female",20,"High-Income"
"300",22," Private",10," Not-Married"," Sales"," Own-child"," White"," Female",20,"Upper-Middle-Income"
"301",56," Private",13," Married"," Professional"," Husband"," White"," Male",65,"High-Income"
"302",33," Private",2," Married"," Skilled-Manual"," Husband"," White"," Male",35,"Upper-Middle-Income"
"303",46," Private",14," Not-Married"," Professional"," Unmarried"," White"," Female",50,"High-Income"
"304",53," Private",14," Not-Married"," Professional"," Unmarried"," White"," Female",38,"High-Income"
"305",32," Private",6," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"306",21," Private",9," Not-Married"," Manual"," Unmarried"," White"," Female",40,"High-Income"
"307",45," State-gov",13," Not-Married"," Other-Occupations"," Not-in-family"," White"," Male",40,"High-Income"
"308",43," Private",8," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"309",41," State-gov",9," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"310",37," Private",14," Married"," Professional"," Husband"," White"," Male",55,"Lower-Middle-Income"
"311",34," Private",10," Not-Married"," Admin"," Not-in-family"," Asian-Pac-Islander"," Female",35,"High-Income"
"312",19," Private",10," Not-Married"," Sales"," Own-child"," White"," Female",25,"High-Income"
